,,comp_name,"Cryptoxanthin, beta",Sucrose,Glucose (dextrose),Fructose,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,4:0,6:0,8:0,"20:2 n-6 c,c","18:2 n-6 c,c","18:3 n-3 c,c,c (ALA)",Vitamin E (alpha-tocopherol),"Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, gamma",Thiamin,Niacin,Vitamin B-6,"Choline, total",Betaine,Stigmasterol,Beta-sitosterol,Daidzein,Genistein,Glycitein,(+)-Catechin,(-)-Epicatechin,Apigenin,Luteolin
"Pumpkin leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.041,0.156,0.156,0.318,0.2,0.054,0.032,0.171,0.156,0.181,0.217,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40E-05,0.00092,0.000207,0,0,0,0,0,0,0,0,0,0,0
"Taro, tahitian, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20E-05,0.000995,0.000116,0,0,0,0,0,0,0,0,0,0,0
"Drumstick pods, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30E-05,0.00062,0.00012,0,0,0,0,0,0,0,0,0,0,0
"Clover sprouts, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E-05,0.00021,0,0,0,0,0
"Fennel, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001
"Perilla leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00E-05,0.00032
"Lovage, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tomatoes, green, raw",Vegetables and Vegetable Products,,0,0,0,0,0.009,0.03,0.029,0.044,0.044,0.01,0.016,0.031,0.021,0.031,0.029,0.018,0.034,0.166,0.442,0.03,0.023,0.032,0,0,0,0,0,0,0,0.00038,0,0,0,6.00E-05,0.0005,8.10E-05,0.0086,0,0,0,0,0,0,0,0,0,0
"Seaweed, wakame, raw",Vegetables and Vegetable Products,,0,0,0,0,0.035,0.165,0.087,0.257,0.112,0.063,0.028,0.112,0.049,0.209,0.092,0.015,0.136,0.179,0.199,0.112,0.092,0.078,0,0,0,0,0,0,0,0.001,0,0,0,6.00E-05,0.0016,2.00E-06,0.0139,0,0,0,0,0,0,0,0,0,0
"Amaranth leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.031,0.099,0.119,0.195,0.127,0.036,0.029,0.133,0.08,0.137,0.121,0.052,0.139,0.229,0.292,0.132,0.121,0.111,0,0,0,0,0,0,0,0,0,0,0,2.70E-05,0.000658,0.000192,0,0,0,0,0,0,0,0,0,0,0
"Sesbania flower, raw",Vegetables and Vegetable Products,,0,0,0,0,0.019,0.057,0.068,0.106,0.064,0.016,0.013,0.07,0,0.078,0.07,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30E-05,0.00043,0,0,0,0,0,0,0,0,0,0,0,0
"Soybeans, green, raw",Vegetables and Vegetable Products,,0,0,0,0,0.157,0.516,0.57,0.926,0.775,0.157,0.118,0.586,0.464,0.576,1.042,0.348,0.582,1.508,2.433,0.539,0.607,0.721,0,0,0,0,0,0,0,0,0,0,0,0.000435,0.00165,6.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Pumpkin flowers, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20E-05,0.00069,0,0,0,0,0,0,0,0,0,0,0,0
"Soybeans, green, raw (includes edamame)",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020339746,0.022570393,0.007566429,0,0,0,0
"Pepper, serrano, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hawthorn leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0
"Celery, Chinese, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02402,0.03487
"Brussels sprouts, raw",Vegetables and Vegetable Products,,0,0.46,0.81,0.93,0.037,0.12,0.132,0.152,0.154,0.032,0.022,0.098,0,0.155,0.203,0.076,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.00088,0,0,0,0.000139,0.000745,0.000219,0.0191,0.0008,0,0,0,0,0,0,0,0,0.00033
"Dandelion greens, raw",Vegetables and Vegetable Products,,0.000121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344,0,0,0,0.00019,0.000806,0.000251,0.0353,0,0,0,0,0,0,0.00089,0,0.00028,0.00096
"Yambean (jicama), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0.018,0.016,0.025,0.026,0.007,0.006,0.017,0.012,0.022,0.037,0.019,0.02,0.2,0.043,0.016,0.025,0.025,0,0,0,0,0,0,0,0.00046,0,0,0,2.00E-05,0.0002,4.20E-05,0.0136,0,0,0,0,0,0,0,0,0,0
"Peppers, serrano, raw",Vegetables and Vegetable Products,,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,5.40E-05,0.001537,0.000505,0.0089,0,0,0.003,0,0,0,0,0,0,0.00414
"Yautia (tannier), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.70E-05,0.000667,0.000237,0,0,0,0,0,0,0,0,0,0,0
"Chicory, witloof, raw",Vegetables and Vegetable Products,,0,0,0,0,0.016,0.025,0.054,0.039,0.035,0.005,0,0.022,0,0.041,0.066,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20E-05,0.00016,4.20E-05,0,0,0,0,0,0,0,0,0,0,0
"Drumstick leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.144,0.411,0.451,0.791,0.537,0.123,0.14,0.487,0.347,0.611,0.532,0.196,0.705,0.92,1.035,0.517,0.451,0.414,0,0,0,0,0,0,0,0,0,0,0,0.000257,0.00222,0.0012,0,0,0,0,0,0,0,0,0,0,0
"Tomatoes, orange, raw",Vegetables and Vegetable Products,,0,0,0,0,0.008,0.029,0.027,0.042,0.042,0.01,0.015,0.03,0.02,0.03,0.029,0.018,0.033,0.161,0.427,0.029,0.022,0.031,0,0,0,0,0,0,0,0,0,0,0,4.60E-05,0.000593,6.00E-05,0,0,0,0,0,0,0,0,0,0,0
"Tomatoes, yellow, raw",Vegetables and Vegetable Products,,0,0,0,0,0.007,0.024,0.023,0.036,0.036,0.008,0.013,0.025,0.017,0.025,0.024,0.015,0.028,0.135,0.359,0.024,0.018,0.026,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0.001179,5.60E-05,0,0,0,0,0,0,0,0,0,0,0
"Broccoli, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.029,0.091,0.109,0.131,0.141,0.034,0.02,0.084,0.063,0.128,0.145,0.05,0.118,0.213,0.375,0.095,0.114,0.1,0,0,0,0,0,0,0,0,0,0,0,6.50E-05,0.000638,0.000159,0,0,0,0,0,0,0,0,0,0,0
"Broccoli, stalks, raw",Vegetables and Vegetable Products,,0,0,0,0,0.029,0.091,0.109,0.131,0.141,0.034,0.02,0.084,0.063,0.128,0.145,0.05,0.118,0.213,0.375,0.095,0.114,0.1,0,0,0,0,0,0,0,0,0,0,0,6.50E-05,0.000638,0.000159,0,0,0,0,0,0,0,0,0,0,0
"Fireweed, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30E-05,0.004674,0.000632,0,0,0,0,0,0,0,0,0,0,0
"Fiddlehead ferns, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.00498,0,0,0,0,0,0,0,0,0,0,0,0
"Broccoli sprouts, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0,0,0,0,0,0
"Tomatoes, cherry, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peppers, cayenne, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173
"Lettuce, red leaf, raw",Vegetables and Vegetable Products,,0,0,0.2,0.28,0.022,0.048,0.038,0.07,0.045,0.016,0.009,0.067,0.029,0.048,0.041,0.019,0.051,0.14,0.155,0.048,0.038,0.044,0,0,0,0,0,0,0,0.00015,0,1.00E-05,0,6.40E-05,0.000321,0.0001,0.0118,0.0002,0,0,0,0,0,0,0,0,0.00095
"Peppers, jalapeno, raw",Vegetables and Vegetable Products,,0.000105,0,1.48,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.062,0.05,0.00358,1.00E-05,2.00E-05,0,4.00E-05,0.00128,0.000419,0.0075,0,0,0,0,0,0,0,0,0,0.00134
"Broccoli, chinese, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0.0001,0.000459,7.40E-05,0.0265,0,0,0,0,0,0,0,0,0,0
"Winged bean tuber, raw",Vegetables and Vegetable Products,,0,0,0,0,0.252,0.451,0.425,0.64,0.592,0.143,0.197,0.451,0.353,0.599,0.412,0.241,0.397,1.735,0.8,0.39,0.679,0.464,0,0,0,0,0,0,0,0,0,0,0,0.000379,0.00164,7.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Lentils, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0.328,0.326,0.628,0.712,0.105,0.334,0.442,0.252,0.399,0.611,0.257,0.356,1.433,1.258,0.319,0.356,0.495,0,0,0,0,0,0,0,0,0,0,0,0.000228,0.001128,0.00019,0,0,0,0,0,0,0,0,0,0,0
"Butterbur, (fuki), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.0002,9.60E-05,0,0,0,0,0,0,0,0,0,0,0
"Beans, snap, green, raw",Vegetables and Vegetable Products,,0,0.36,1.51,1.39,0.019,0.079,0.066,0.112,0.088,0.022,0.018,0.067,0.042,0.09,0.073,0.034,0.084,0.255,0.187,0.065,0.068,0.099,0,0,0,0,0,0,0,0.00041,0,0,0,8.20E-05,0.000734,0.000141,0.0153,0.0001,0,0,5.00E-06,1.00E-05,0,0,0,0,0.00013
"Radishes, oriental, raw",Vegetables and Vegetable Products,,0,0,0,0,0.003,0.025,0.026,0.031,0.03,0.006,0.005,0.02,0.011,0.028,0.035,0.011,0.019,0.041,0.113,0.019,0.015,0.018,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.0002,4.60E-05,0.0073,0.0001,0,0,0,0,0,0,0,0,0
"Seaweed, irishmoss, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,1.50E-05,0.000593,6.90E-05,0.0129,0,0,0,0,0,0,0,0,0,0
"Seaweed, spirulina, raw",Vegetables and Vegetable Products,,0,0,0,0,0.096,0.306,0.331,0.509,0.312,0.118,0.068,0.286,0.266,0.362,0.427,0.112,0.465,0.597,0.864,0.319,0.245,0.309,0,0,0,0,0,0,0,0.00049,0,0,0,0.000222,0.001196,3.40E-05,0.0065,0,0,0,0,0,0,0,0,0,0
"Corn, sweet, white, raw",Vegetables and Vegetable Products,,0,0,0,0,0.023,0.129,0.129,0.348,0.137,0.067,0.026,0.15,0.123,0.185,0.131,0.089,0.295,0.244,0.636,0.127,0.292,0.153,0,0,0,0,0,0,0,7.00E-05,0,0,0,0.0002,0.0017,5.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Cauliflower, green, raw",Vegetables and Vegetable Products,,0,0,0,0,0.039,0.107,0.112,0.172,0.158,0.042,0.034,0.105,0.064,0.148,0.142,0.059,0.156,0.345,0.393,0.095,0.127,0.154,0,0,0,0,0,0,0,4.00E-05,0,0,0,8.00E-05,0.000734,0.000222,0.0571,0,0,0,0,0,0,0,0,4.00E-05,0.00012
"Peppers, hungarian, raw",Vegetables and Vegetable Products,,3.40E-05,0,0,0,0.01,0.03,0.026,0.042,0.036,0.01,0.015,0.025,0.017,0.034,0.039,0.016,0.033,0.115,0.106,0.03,0.035,0.032,0,0,0,0,0,0,0,0.00048,0,0,0,7.90E-05,0.001092,0.000517,0.0077,0,0,0,0,0,0,0,0,0,0
"Winged bean leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.116,0.182,0.204,0.359,0.228,0.064,0.075,0.188,0.126,0.245,0.178,0.082,0.172,0.517,0.389,0.149,0.168,0.149,0,0,0,0,0,0,0,0,0,0,0,0.000833,0.003472,0.000232,0,0,0,0,0,0,0,0,0,0,0
"Lemon balm, leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corn, sweet, yellow, raw",Vegetables and Vegetable Products,,0.000115,0.89,3.43,1.94,0.023,0.129,0.129,0.348,0.137,0.067,0.026,0.15,0.123,0.185,0.131,0.089,0.295,0.244,0.636,0.127,0.292,0.153,0,0,0,0,0,0.468,0.014,7.00E-05,0,0,0,0.000155,0.00177,9.30E-05,0.023,0,0,0,0,0,0,0,0,0,0
"Lettuce, green leaf, raw",Vegetables and Vegetable Products,,0,0,0.36,0.43,0.009,0.059,0.084,0.079,0.084,0.016,0.016,0.055,0.032,0.07,0.071,0.022,0.056,0.142,0.182,0.057,0.048,0.039,0,0,0,0,0,0,0,0.00022,2.00E-05,0,0,7.00E-05,0.000375,9.00E-05,0.0136,0.0002,0,0,0,0,0,0,0,0.00013,0.00026
"Peas, edible-podded, raw",Vegetables and Vegetable Products,,0,0,0,0,0.027,0.099,0.161,0.228,0.202,0.011,0.032,0.09,0.099,0.273,0.134,0.017,0.058,0.228,0.448,0.072,0.063,0.125,0,0,0,0,0,0,0,0.00039,0,0,0,0.00015,0.0006,0.00016,0.0174,0,0,0,0,0,0,0,0,0,0.00015
"Sweet potato leaves, raw",Vegetables and Vegetable Products,,5.80E-05,0,0,0,0.035,0,0,0,0.228,0.086,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156,0.00113,0.00019,0,0,0,0,0,0,0,0,0,6.00E-05,0.00011
"Tomatoes, red, ripe, raw, year round average",Vegetables and Vegetable Products,,0,0,1.25,1.37,0.006,0.027,0.018,0.025,0.027,0.006,0.009,0.027,0.014,0.018,0.021,0.014,0.027,0.135,0.431,0.019,0.015,0.026,0,0,0,0,0,0,0,0.00054,0,1.00E-05,0,3.70E-05,0.000594,8.00E-05,0.0067,0.0001,0,0,0,0,0,0,0,0,0
"Peppers, sweet, red, raw",Vegetables and Vegetable Products,,0.00049,0,1.94,2.26,0.012,0.04,0.021,0.036,0.036,0.006,0.019,0.05,0.009,0.031,0.036,0.017,0.026,0.284,0.211,0.028,0.024,0.05,0,0,0,0,0,0,0,0.00158,1.00E-05,0,0,5.40E-05,0.000979,0.000291,0.0056,0.0001,0,0,0,0,0,0,0,0,0.00061
"Beans, fava, in pod, raw",Vegetables and Vegetable Products,,9.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0,0,0,0.000133,0.002249,0.000104,0,0,0.001,0.018,0,0,0,0,0,0,0
"Beans, snap, yellow, raw",Vegetables and Vegetable Products,,0,0,0,0,0.019,0.079,0.066,0.112,0.088,0.022,0.018,0.067,0.042,0.09,0.073,0.034,0.084,0.255,0.187,0.065,0.068,0.099,0,0,0,0,0,0,0,0.00041,0,0,0,8.40E-05,0.000752,7.40E-05,0.0153,0,0,0,0,0,0,0,0,0,0
"New Zealand spinach, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00142,0,0,0,4.00E-05,0.0005,0.000304,0,0,0,0,0,0,0,0,0,0,0
"Cowpeas, leafy tips, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354,0.00112,0.000177,0,0,0,0,0,0,0,0,0,0,0
"Jew's ear, (pepeao), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10E-05,7.00E-05,8.80E-05,0,0,0,0,0,0,0,0,0,0,0
"Peppers, cascabella, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006
"Jerusalem-artichokes, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0.0002,0.0013,7.70E-05,0.03,0,0,0,0,0,0,0,0,0,0
"Mountain yam, hawaii, raw",Vegetables and Vegetable Products,,0,0,0,0,0.011,0.047,0.045,0.084,0.052,0.018,0.016,0.062,0.035,0.054,0.112,0.03,0.055,0.136,0.159,0.046,0.048,0.071,0,0,0,0,0,0,0,0.00021,0,0,0,0.000102,0.000481,0.000179,0,0,0,0,0,0,0,0,0,0,0
"Chrysanthemum leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0.000531,0.000176,0,0,0,0,0,0,0,0,0,0,0
"Peppers, long yellow, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168
"Peppers, sweet, green, raw",Vegetables and Vegetable Products,,7.00E-06,0.11,1.16,1.12,0.012,0.036,0.024,0.036,0.039,0.007,0.012,0.092,0.012,0.036,0.027,0.01,0.036,0.208,0.194,0.03,0.024,0.054,0,0,0,0,0,0,0,0.00037,0,0,0,5.70E-05,0.00048,0.000224,0.0055,0.0001,0,0,0,0,0,0,0,0,0.00471
"Squash, winter, acorn, raw",Vegetables and Vegetable Products,,0,0,0,0,0.011,0.024,0.031,0.045,0.029,0.01,0.007,0.031,0.027,0.034,0.044,0.015,0.033,0.086,0.14,0.029,0.028,0.031,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.0007,0.000154,0,0,0,0,0,0,0,0,0,0,0
"Chrysanthemum, garland, raw",Vegetables and Vegetable Products,,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0.000531,0.000176,0,0,0,0,0,0,0,0,0,0,0
"Vinespinach, (basella), raw",Vegetables and Vegetable Products,,0,0,0,0,0.028,0.055,0.053,0.101,0.086,0.019,0.027,0.085,0.048,0.065,0.07,0.039,0.075,0.108,0.283,0.067,0.07,0.057,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0.0005,0.00024,0,0,0,0,0,0,0,0,0,0.0622,0
"Radishes, white icicle, raw",Vegetables and Vegetable Products,,0,0,0,0,0.006,0.045,0.048,0.058,0.055,0.01,0.009,0.036,0.021,0.051,0.064,0.021,0.034,0.075,0.208,0.034,0.028,0.033,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0.0003,7.50E-05,0,0,0,0,0,0,0,0,0,0,0
"Peppers, sweet, yellow, raw",Vegetables and Vegetable Products,,0,0,0,0,0.013,0.037,0.032,0.052,0.044,0.012,0.019,0.031,0.021,0.042,0.048,0.02,0.041,0.143,0.132,0.037,0.044,0.04,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0.00089,0.000168,0,0,0,0,0,0,0,0,0,0,0.00102
"Squash, zucchini, baby, raw",Vegetables and Vegetable Products,,0,0,0,0,0.024,0.066,0.098,0.159,0.151,0.039,0.029,0.096,0.073,0.123,0.115,0.059,0.142,0.332,0.291,0.103,0.085,0.111,0,0,0,0,0,0,0,0,0,0,0,4.20E-05,0.000705,0.000142,0,0,0,0,0,0,0,0,0,0,0
"Radish seeds, sprouted, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102,0.002853,0.000285,0,0,0,0,0,0,0,0,0,0,0
"Potato, flesh and skin, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chard, swiss, red leaf, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0
"Alfalfa seeds, sprouted, raw",Vegetables and Vegetable Products,,6.00E-06,0,0.08,0.12,0,0.134,0.143,0.267,0.214,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,7.60E-05,0.000481,3.40E-05,0.0144,0.0004,0,0,1.88E-05,1.63E-05,0,0,0,0,0
"Lettuce, cos or romaine, raw",Vegetables and Vegetable Products,,0,0,0.39,0.8,0.01,0.043,0.045,0.076,0.064,0.015,0.006,0.065,0.025,0.055,0.054,0.021,0.056,0.139,0.178,0.049,0.045,0.05,0,0,0,0,0,0,0,0.00013,1.00E-05,4.00E-05,0,7.20E-05,0.000313,7.40E-05,0.0099,0.0001,0,0,0,0,0,0,0,0,5.00E-05
"Squash, summer, scallop, raw",Vegetables and Vegetable Products,,0,0,0,0,0.011,0.029,0.043,0.07,0.067,0.017,0.013,0.042,0.032,0.054,0.051,0.026,0.063,0.147,0.129,0.045,0.038,0.049,0,0,0,0,0,0,0,0.00013,0,0,0,7.00E-05,0.0006,0.000109,0.0073,0,0,0,0,0,0,0,0,0,0
"Squash, winter, hubbard, raw",Vegetables and Vegetable Products,,0,0,0,0,0.028,0.06,0.078,0.114,0.074,0.025,0.017,0.078,0.067,0.086,0.111,0.037,0.084,0.215,0.35,0.074,0.071,0.078,0,0,0,0,0,0,0,0.00016,0,0,0,7.00E-05,0.0005,0.000154,0.0118,0,0,0,0,0,0,0,0,0,0
"Peppers, hot chili, red, raw",Vegetables and Vegetable Products,,4.00E-05,0,0,0,0.026,0.074,0.065,0.105,0.089,0.024,0.038,0.062,0.042,0.084,0.096,0.041,0.082,0.286,0.264,0.074,0.087,0.08,0,0,0,0,0,0,0,0.00069,0,0,0,7.20E-05,0.001244,0.000506,0.0109,0,0,0,0,0,0,0,0,0,0.00924
"Potatoes, flesh and skin, raw",Vegetables and Vegetable Products,,0,0.17,0.31,0.26,0.021,0.067,0.066,0.098,0.107,0.032,0.024,0.081,0.048,0.103,0.101,0.035,0.063,0.48,0.351,0.057,0.063,0.074,0,0,0,0,0,0,0,1.00E-05,0,0,0,8.10E-05,0.001061,0.000298,0.0121,0.0002,0,0,0,0,0,0,0,0,0
"Lemon grass (citronella), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50E-05,0.001101,8.00E-05,0,0,0.001,0.004,0,0,0,0,0,0,0
"Pokeberry shoots, (poke), raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-05,0.0012,0.000146,0,0,0,0,0,0,0,0,0,0,0
"Chard, swiss, white leaf, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0
"Peppers, hot, yellow wax, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693
"Squash, winter, spaghetti, raw",Vegetables and Vegetable Products,,0,0,0,0,0.009,0.018,0.024,0.034,0.022,0.007,0.005,0.024,0.02,0.026,0.033,0.011,0.025,0.064,0.105,0.022,0.021,0.024,0,0,0,0,0,0,0,0.00013,0,0,0,3.70E-05,0.00095,0.000101,0.0082,0,0,0,0,0,0,0,0,0,0
"Peppers, hot chili, green, raw",Vegetables and Vegetable Products,,5.00E-05,0,0,0,0.026,0.074,0.065,0.105,0.089,0.024,0.038,0.062,0.042,0.084,0.096,0.041,0.082,0.286,0.264,0.074,0.087,0.08,0,0,0,0,0,0,0,0.00069,0,0,0,9.00E-05,0.00095,0.000278,0.0111,0,0,0,0,0,0,0,0,0.0014,0.00387
